id,group,start,end,name_fr,name_en,wiki_fr,wiki_en,description_en,description_fr,type,background,foreground,border
egypt:dynasty-vii-viii,egypt-dynasties,-2181,-2160,VIIe-VIIIe dynasties,Dynasties VII-VIII,https://fr.wikipedia.org/wiki/VIIe_dynastie_égyptienne,https://en.wikipedia.org/wiki/Seventh_and_Eighth_Dynasties_of_Egypt,,,,oklch(65.3% 0.089 247.75),#111,
egypt:dynasty-ix-x,egypt-dynasties,-2160,-2130,IXe-Xe dynasties,Dynasties IX-X,https://fr.wikipedia.org/wiki/IXe_dynastie_égyptienne,https://en.wikipedia.org/wiki/Ninth_Dynasty_of_Egypt,,,,oklch(63.7% 0.093 245.078),#111,
egypt:dynasty-xi,egypt-dynasties,-2130,-1991,XIe dynastie,Dynasty XI,https://fr.wikipedia.org/wiki/XIe_dynastie_égyptienne,https://en.wikipedia.org/wiki/Eleventh_Dynasty_of_Egypt,,,,oklch(62.2% 0.097 242.406),#111,
egypt:dynasty-xii,egypt-dynasties,-1991,-1802,XIIe dynastie,Dynasty XII,https://fr.wikipedia.org/wiki/XIIe_dynastie_égyptienne,https://en.wikipedia.org/wiki/Twelfth_Dynasty_of_Egypt,,,,oklch(60.9% 0.101 239.733),#111,
egypt:dynasty-xiii,egypt-dynasties,-1802,-1649,XIIIe dynastie,Dynasty XIII,https://fr.wikipedia.org/wiki/XIIIe_dynastie_égyptienne,https://en.wikipedia.org/wiki/Thirteenth_Dynasty_of_Egypt,,,,oklch(59.6% 0.105 237.061),#111,
egypt:dynasty-xiv,egypt-dynasties,-1725,-1650,XIVe dynastie,Dynasty XIV,https://fr.wikipedia.org/wiki/XIVe_dynastie_égyptienne,https://en.wikipedia.org/wiki/Fourteenth_Dynasty_of_Egypt,,,,oklch(58.4% 0.109 234.389),#111,
egypt:dynasty-xv,egypt-dynasties,-1650,-1550,XVe dynastie,Dynasty XV,https://fr.wikipedia.org/wiki/XVe_dynastie_égyptienne,https://en.wikipedia.org/wiki/Fifteenth_Dynasty_of_Egypt,,,,oklch(57.3% 0.113 231.716),#111,
egypt:dynasty-xvi,egypt-dynasties,-1650,-1580,XVIe dynastie,Dynasty XVI,https://fr.wikipedia.org/wiki/XVIe_dynastie_égyptienne,https://en.wikipedia.org/wiki/Sixteenth_Dynasty_of_Egypt,,,,oklch(56.3% 0.117 229.044),#111,
egypt:dynasty-xvii,egypt-dynasties,-1580,-1550,XVIIe dynastie,Dynasty XVII,https://fr.wikipedia.org/wiki/XVIIe_dynastie_égyptienne,https://en.wikipedia.org/wiki/Seventeenth_Dynasty_of_Egypt,,,,oklch(55.4% 0.121 226.372),#111,
egypt:dynasty-xviii,egypt-dynasties,-1550,-1292,XVIIIe dynastie,Dynasty XVIII,https://fr.wikipedia.org/wiki/XVIIIe_dynastie_égyptienne,https://en.wikipedia.org/wiki/Eighteenth_Dynasty_of_Egypt,,,,oklch(54.6% 0.125 223.699),,
egypt:dynasty-xix,egypt-dynasties,-1292,-1189,XIXe dynastie,Dynasty XIX,https://fr.wikipedia.org/wiki/XIXe_dynastie_égyptienne,https://en.wikipedia.org/wiki/Nineteenth_Dynasty_of_Egypt,,,,oklch(53.9% 0.129 221.027),,
egypt:dynasty-xx,egypt-dynasties,-1189,-1077,XXe dynastie,Dynasty XX,https://fr.wikipedia.org/wiki/XXe_dynastie_égyptienne,https://en.wikipedia.org/wiki/Twentieth_Dynasty_of_Egypt,,,,oklch(53.3% 0.133 218.355),,
egypt:dynasty-xxi,egypt-dynasties,-1077,-943,XXIe dynastie,Dynasty XXI,https://fr.wikipedia.org/wiki/XXIe_dynastie_égyptienne,https://en.wikipedia.org/wiki/Twenty-first_Dynasty_of_Egypt,,,,oklch(52.8% 0.137 215.682),,
egypt:dynasty-xxii,egypt-dynasties,-943,-716,XXIIe dynastie,Dynasty XXII,https://fr.wikipedia.org/wiki/XXIIe_dynastie_égyptienne,https://en.wikipedia.org/wiki/Twenty-second_Dynasty_of_Egypt,,,,oklch(52.3% 0.141 213.01),,
egypt:dynasty-xxiii,egypt-dynasties,-837,-728,XXIIIe dynastie,Dynasty XXIII,https://fr.wikipedia.org/wiki/XXIIIe_dynastie_égyptienne,https://en.wikipedia.org/wiki/Twenty-third_Dynasty_of_Egypt,,,,oklch(52% 0.145 210.338),,
egypt:dynasty-xxiv,egypt-dynasties,-727,-715,XXIVe dynastie,Dynasty XXIV,https://fr.wikipedia.org/wiki/XXIVe_dynastie_égyptienne,https://en.wikipedia.org/wiki/Twenty-fourth_Dynasty_of_Egypt,,,,oklch(51.8% 0.149 207.665),,
egypt:dynasty-xxv,egypt-dynasties,-747,-656,XXVe dynastie,Dynasty XXV,https://fr.wikipedia.org/wiki/XXVe_dynastie_égyptienne,https://en.wikipedia.org/wiki/Twenty-fifth_Dynasty_of_Egypt,,,,oklch(51.7% 0.153 204.993),,
egypt:dynasty-xxvi,egypt-dynasties,-664,-525,XXVIe dynastie,Dynasty XXVI,https://fr.wikipedia.org/wiki/XXVIe_dynastie_égyptienne,https://en.wikipedia.org/wiki/Twenty-sixth_Dynasty_of_Egypt,,,,oklch(51.6% 0.157 202.321),,
egypt:dynasty-xxvii,egypt-dynasties,-525,-404,XXVIIe dynastie,Dynasty XXVII,https://fr.wikipedia.org/wiki/XXVIIe_dynastie_égyptienne,https://en.wikipedia.org/wiki/Twenty-seventh_Dynasty_of_Egypt,,,,oklch(51.7% 0.161 199.648),,
egypt:dynasty-xxviii,egypt-dynasties,-404,-399,XXVIIIe dynastie,Dynasty XXVIII,https://fr.wikipedia.org/wiki/XXVIIIe_dynastie_égyptienne,https://en.wikipedia.org/wiki/Twenty-eighth_Dynasty_of_Egypt,,,,oklch(51.9% 0.165 196.976),,
egypt:dynasty-xxix,egypt-dynasties,-399,-380,XXIXe dynastie,Dynasty XXIX,https://fr.wikipedia.org/wiki/XXIXe_dynastie_égyptienne,https://en.wikipedia.org/wiki/Twenty-ninth_Dynasty_of_Egypt,,,,oklch(52.2% 0.169 194.304),,
egypt:dynasty-xxx,egypt-dynasties,-380,-343,XXXe dynastie,Dynasty XXX,https://fr.wikipedia.org/wiki/XXXe_dynastie_égyptienne,https://en.wikipedia.org/wiki/Thirtieth_Dynasty_of_Egypt,,,,oklch(52.6% 0.173 191.631),,
egypt:dynasty-xxxi,egypt-dynasties,-343,-332,XXXIe dynastie,Dynasty XXXI,https://fr.wikipedia.org/wiki/XXXIe_dynastie_égyptienne,https://en.wikipedia.org/wiki/Thirty-first_Dynasty_of_Egypt,,,,oklch(53.1% 0.177 188.959),,
egypt:dynasty-xxxii,egypt-dynasties,-332,-30,XXXIIe dynastie,Dynasty XXXII (Ptolemaic),https://fr.wikipedia.org/wiki/Dynastie_lagide,https://en.wikipedia.org/wiki/Ptolemaic_dynasty,,,,oklch(53.7% 0.181 186.287),,
egypt:pharao-narmer,egypt-pharaohs,-3150,-3100,Narmer,Narmer,https://fr.wikipedia.org/wiki/Narmer,https://en.wikipedia.org/wiki/Narmer,,,,oklch(0.7384 0.0772 217.72),,
egypt:pharao-hor-aha,egypt-pharaohs,-3100,-3050,Hor-Aha,Hor-Aha,https://fr.wikipedia.org/wiki/Hor-Aha,https://en.wikipedia.org/wiki/Hor-Aha,,,,oklch(0.7384 0.0772 217.72),,
egypt:pharao-djer,egypt-pharaohs,-3050,-3000,Djer,Djer,https://fr.wikipedia.org/wiki/Djer,https://en.wikipedia.org/wiki/Djer,,,,oklch(0.7384 0.0772 217.72),,
egypt:pharao-djet,egypt-pharaohs,-3000,-2990,Djet,Djet,https://fr.wikipedia.org/wiki/Ouadji,https://en.wikipedia.org/wiki/Djet,,,,oklch(0.7384 0.0772 217.72),,
egypt:pharao-merneith,egypt-pharaohs,-2990,-2970,Merneith,Merneith,https://fr.wikipedia.org/wiki/Merneith,https://en.wikipedia.org/wiki/Merneith,,,,oklch(0.7384 0.0772 217.72),,
egypt:pharao-den,egypt-pharaohs,-2970,-2930,Den,Den,https://fr.wikipedia.org/wiki/Den_(pharaon),https://en.wikipedia.org/wiki/Den_(pharaoh),,,,oklch(0.7384 0.0772 217.72),,
egypt:pharao-anedjib,egypt-pharaohs,-2930,-2920,Adjib,Anedjib,https://fr.wikipedia.org/wiki/Adjib,https://en.wikipedia.org/wiki/Anedjib,,,,oklch(0.7384 0.0772 217.72),,
egypt:pharao-semerkhet,egypt-pharaohs,-2920,-2910,Semerkhet,Semerkhet,https://fr.wikipedia.org/wiki/Semerkhet,https://en.wikipedia.org/wiki/Semerkhet,,,,oklch(0.7384 0.0772 217.72),,
egypt:pharao-qa'a,egypt-pharaohs,-2910,-2890,Qa'a,Qa'a,https://fr.wikipedia.org/wiki/Qa%27a,https://en.wikipedia.org/wiki/Qa%27a,,,,oklch(0.7384 0.0772 217.72),,
egypt:pharao-hotepsekhemwy,egypt-pharaohs,-2890,-2860,Hotepsekhemoui,Hotepsekhemwy,https://fr.wikipedia.org/wiki/Hotepsekhemoui,https://en.wikipedia.org/wiki/Hotepsekhemwy,,,,oklch(0.7384 0.0772 217.72),,
egypt:pharao-raneb,egypt-pharaohs,-2860,-2820,Nebrê,Raneb,https://fr.wikipedia.org/wiki/Nebr%C3%AA,https://en.wikipedia.org/wiki/Raneb,,,,oklch(0.7384 0.0772 217.72),,
egypt:pharao-nynetjer,egypt-pharaohs,-2820,-2770,Ninetjer,Nynetjer,https://fr.wikipedia.org/wiki/Ninetjer,https://en.wikipedia.org/wiki/Nynetjer,,,,oklch(0.7384 0.0772 217.72),,
egypt:pharao-weneg-nebty,egypt-pharaohs,-2770,-2760,Ouneg,Weneg-Nebty,https://fr.wikipedia.org/wiki/Ouneg,https://en.wikipedia.org/wiki/Weneg_(pharaoh),,,,oklch(0.7384 0.0772 217.72),,
egypt:pharao-senedj,egypt-pharaohs,-2760,-2740,Sened,Senedj,https://fr.wikipedia.org/wiki/S%C3%A9ned,https://en.wikipedia.org/wiki/Senedj,,,,oklch(0.7384 0.0772 217.72),,
egypt:pharao-seth-peribsen,egypt-pharaohs,-2740,-2720,Peribsen,Seth-Peribsen,https://fr.wikipedia.org/wiki/Peribsen,https://en.wikipedia.org/wiki/Seth-Peribsen,,,,oklch(0.7384 0.0772 217.72),,
egypt:pharao-sekhemib-perenmaat,egypt-pharaohs,-2720,-2710,Sekhemib,Sekhemib-Perenmaat,https://fr.wikipedia.org/wiki/Sekhemib,https://en.wikipedia.org/wiki/Sekhemib-Perenmaat,,,,oklch(0.7384 0.0772 217.72),,
egypt:pharao-neferkasokar,egypt-pharaohs,-2710,-2700,Néferkasokar,Neferkasokar,https://fr.wikipedia.org/wiki/N%C3%A9ferkasokar,https://en.wikipedia.org/wiki/Neferkasokar,,,,oklch(0.7384 0.0772 217.72),,
egypt:pharao-khasekhemwy,egypt-pharaohs,-2690,-2670,Khasékhemoui,Khasekhemwy,https://fr.wikipedia.org/wiki/Khas%C3%A9khemoui,https://en.wikipedia.org/wiki/Khasekhemwy,,,,oklch(0.7384 0.0772 217.72),,
egypt:pharao-djoser,egypt-pharaohs,-2686,-2648,Djéser,Djoser,https://fr.wikipedia.org/wiki/Djéser,https://en.wikipedia.org/wiki/Djoser,,,,oklch(0.7384 0.0772 217.72),,
egypt:pharao-sekhemkhet,egypt-pharaohs,-2648,-2640,Sekhemkhet,Sekhemkhet,https://fr.wikipedia.org/wiki/Sekhemkhet,https://en.wikipedia.org/wiki/Sekhemkhet,,,,oklch(0.7384 0.0772 217.72),,
egypt:pharao-sanakht,egypt-pharaohs,-2640,-2630,Sanakht,Sanakht,https://fr.wikipedia.org/wiki/Sanakht,https://en.wikipedia.org/wiki/Sanakht,,,,oklch(0.7384 0.0772 217.72),,
egypt:pharao-khaba,egypt-pharaohs,-2630,-2620,Khaba,Khaba,https://fr.wikipedia.org/wiki/Khaba,https://en.wikipedia.org/wiki/Khaba,,,,oklch(0.7384 0.0772 217.72),,
egypt:pharao-huni,egypt-pharaohs,-2620,-2613,Houni,Huni,https://fr.wikipedia.org/wiki/Houni,https://en.wikipedia.org/wiki/Huni,,,,oklch(0.7384 0.0772 217.72),,
egypt:pharao-sneferu,egypt-pharaohs,-2613,-2589,Snéfrou,Sneferu,https://fr.wikipedia.org/wiki/Sn%C3%A9frou,https://en.wikipedia.org/wiki/Sneferu,,,,oklch(0.7384 0.0772 217.72),,
egypt:pharao-khufu,egypt-pharaohs,-2589,-2566,Khéops,Khufu,https://fr.wikipedia.org/wiki/Kh%C3%A9ops,https://en.wikipedia.org/wiki/Khufu,,,,oklch(0.7384 0.0772 217.72),,
egypt:pharao-djedefre,egypt-pharaohs,-2566,-2558,Djédefrê,Djedefre,https://fr.wikipedia.org/wiki/Dj%C3%A9defr%C3%AA,https://en.wikipedia.org/wiki/Djedefre,,,,oklch(0.7384 0.0772 217.72),,
egypt:pharao-khafre,egypt-pharaohs,-2558,-2532,Khéphren,Khafre,https://fr.wikipedia.org/wiki/Kh%C3%A9phren,https://en.wikipedia.org/wiki/Khafre,,,,oklch(0.7384 0.0772 217.72),,
egypt:pharao-menkaure,egypt-pharaohs,-2532,-2503,Mykérinos,Menkaure,https://fr.wikipedia.org/wiki/Myk%C3%A9rinos,https://en.wikipedia.org/wiki/Menkaure,,,,oklch(0.7384 0.0772 217.72),,
egypt:pharao-shepseskaf,egypt-pharaohs,-2503,-2498,Chepseskaf,Shepseskaf,https://fr.wikipedia.org/wiki/Chepseskaf,https://en.wikipedia.org/wiki/Shepseskaf,,,,oklch(0.7384 0.0772 217.72),,
egypt:pharao-userkaf,egypt-pharaohs,-2498,-2491,Ouserkaf,Userkaf,https://fr.wikipedia.org/wiki/Ouserkaf,https://en.wikipedia.org/wiki/Userkaf,,,,oklch(0.7384 0.0772 217.72),,
egypt:pharao-sahure,egypt-pharaohs,-2491,-2477,Sahourê,Sahure,https://fr.wikipedia.org/wiki/Sahour%C3%AA,https://en.wikipedia.org/wiki/Sahure,,,,oklch(0.7384 0.0772 217.72),,
egypt:pharao-neferirkarekakai,egypt-pharaohs,-2477,-2460,Néferirkarê Kakaï,Neferirkare Kakai,https://fr.wikipedia.org/wiki/N%C3%A9ferirkar%C3%AA_Kaka%C3%AF,https://en.wikipedia.org/wiki/Neferirkare_Kakai,,,,oklch(0.7384 0.0772 217.72),,
egypt:pharao-shepseskare,egypt-pharaohs,-2467,-2460,Chepseskarê,Shepseskare,https://fr.wikipedia.org/wiki/Chepseskar%C3%AA,https://en.wikipedia.org/wiki/Shepseskare,,,,oklch(0.7384 0.0772 217.72),,
egypt:pharao-neferefre,egypt-pharaohs,-2460,-2453,Néferefrê,Neferefre,https://fr.wikipedia.org/wiki/N%C3%A9ferefr%C3%AA,https://en.wikipedia.org/wiki/Neferefre,,,,oklch(0.7384 0.0772 217.72),,
egypt:pharao-nyuserreini,egypt-pharaohs,-2453,-2422,Niouserrê,Nyuserre Ini,https://fr.wikipedia.org/wiki/Niouserr%C3%AA,https://en.wikipedia.org/wiki/Nyuserre_Ini,,,,oklch(0.7384 0.0772 217.72),,
egypt:pharao-menkauhorkaiu,egypt-pharaohs,-2422,-2414,Menkaouhor Kaïou,Menkauhor Kaiu,https://fr.wikipedia.org/wiki/Menkaouhor,https://en.wikipedia.org/wiki/Menkauhor_Kaiu,,,,oklch(0.7384 0.0772 217.72),,
egypt:pharao-djedkareisesi-isesi,egypt-pharaohs,-2414,-2375,Djedkarê Isési,Djedkare Isesi,https://fr.wikipedia.org/wiki/Djedkar%C3%AA_Is%C3%A9si,https://en.wikipedia.org/wiki/Djedkare_Isesi,,,,oklch(0.7384 0.0772 217.72),,
egypt:pharao-unas,egypt-pharaohs,-2375,-2345,Ounas,Unas,https://fr.wikipedia.org/wiki/Ounas,https://en.wikipedia.org/wiki/Unas,,,,oklch(0.7384 0.0772 217.72),,
egypt:pharao-teti,egypt-pharaohs,-2345,-2333,Téti,Teti,https://fr.wikipedia.org/wiki/T%C3%A9ti,https://en.wikipedia.org/wiki/Teti,,,,oklch(0.7384 0.0772 217.72),,
egypt:pharao-userkare,egypt-pharaohs,-2333,-2332,Ouserkarê,Userkare,https://fr.wikipedia.org/wiki/Ouserkar%C3%AA,https://en.wikipedia.org/wiki/Userkare,,,,oklch(0.7384 0.0772 217.72),,
egypt:pharao-pepii,egypt-pharaohs,-2332,-2283,Pépi Ier,Pepi I,https://fr.wikipedia.org/wiki/P%C3%A9pi_Ier,https://en.wikipedia.org/wiki/Pepi_I_Meryre,,,,oklch(0.7384 0.0772 217.72),,
egypt:pharao-merenrenemtyemsafi,egypt-pharaohs,-2283,-2278,Mérenrê Ier,Merenre Nemtyemsaf I,https://fr.wikipedia.org/wiki/M%C3%A9renr%C3%AA_Ier,https://en.wikipedia.org/wiki/Merenre_Nemtyemsaf_I,,,,oklch(0.7384 0.0772 217.72),,
egypt:pharao-pepiii,egypt-pharaohs,-2278,-2184,Pépi II,Pepi II,https://fr.wikipedia.org/wiki/P%C3%A9pi_II,https://en.wikipedia.org/wiki/Pepi_II_Neferkare,,,,oklch(0.7384 0.0772 217.72),,
egypt:pharao-merenrenemtyemsafii,egypt-pharaohs,-2184,-2184,Mérenrê II,Merenre Nemtyemsaf II,https://fr.wikipedia.org/wiki/M%C3%A9renr%C3%AA_II,https://en.wikipedia.org/wiki/Merenre_Nemtyemsaf_II,,,,oklch(0.7384 0.0772 217.72),,
egypt:pharao-nitocris,egypt-pharaohs,-2184,-2181,Nitocris,Nitocris,https://fr.wikipedia.org/wiki/Nitocris,https://en.wikipedia.org/wiki/Nitocris,,,,oklch(0.7384 0.0772 217.72),,
egypt:pharao-netjerkaresiptah,egypt-pharaohs,-2181,-2180,Netjerkarê,Netjerkare Siptah,https://fr.wikipedia.org/wiki/Netjerkar%C3%AA,https://en.wikipedia.org/wiki/Netjerkare_Siptah,,,,oklch(0.7384 0.0772 217.72),,
egypt:pharao-menkare,egypt-pharaohs,-2180,-2178,Menkarê,Menkare,https://fr.wikipedia.org/wiki/Menkar%C3%AA,https://en.wikipedia.org/wiki/Menkare,,,,oklch(0.7384 0.0772 217.72),,
egypt:pharao-neferkareii,egypt-pharaohs,-2178,-2176,Néferkarê II,Neferkare II,https://fr.wikipedia.org/wiki/N%C3%A9ferkar%C3%AA_II,https://en.wikipedia.org/wiki/Neferkare_II,,,,oklch(0.7384 0.0772 217.72),,
egypt:pharao-neferkareneby,egypt-pharaohs,-2176,-2174,Néferkarê Neby,Neferkare Neby,https://fr.wikipedia.org/wiki/N%C3%A9ferkar%C3%AA_Neby,https://en.wikipedia.org/wiki/Neferkare_Neby,,,,oklch(0.7384 0.0772 217.72),,
egypt:pharao-djedkareshemai,egypt-pharaohs,-2174,-2173,Djedkarê Shemai,Djedkare Shemai,https://fr.wikipedia.org/wiki/Djedkar%C3%AA_II,https://en.wikipedia.org/wiki/Djedkare_Shemai,,,,oklch(0.7384 0.0772 217.72),,
egypt:pharao-neferkarekhendu,egypt-pharaohs,-2173,-2171,Néferkarê Khendou,Neferkare Khendu,https://fr.wikipedia.org/wiki/N%C3%A9ferkar%C3%AA_Khendou,https://en.wikipedia.org/wiki/Neferkare_Khendu,,,,oklch(0.7384 0.0772 217.72),,
egypt:pharao-merenhor,egypt-pharaohs,-2171,-2170,Mérenhor,Merenhor,https://fr.wikipedia.org/wiki/M%C3%A9renhor,https://en.wikipedia.org/wiki/Merenhor,,,,oklch(0.7384 0.0772 217.72),,
egypt:pharao-neferkamin,egypt-pharaohs,-2170,-2168,Sneferka,Neferkamin,https://fr.wikipedia.org/wiki/Sneferka,https://en.wikipedia.org/wiki/Neferkamin,,,,oklch(0.7384 0.0772 217.72),,
egypt:pharao-nikare,egypt-pharaohs,-2168,-2167,Nykarê,Nikare,https://fr.wikipedia.org/wiki/Nykar%C3%AA,https://en.wikipedia.org/wiki/Nikare,,,,oklch(0.7384 0.0772 217.72),,
egypt:pharao-neferkaretereru,egypt-pharaohs,-2167,-2165,Néferkarê V,Neferkare Tereru,https://fr.wikipedia.org/wiki/N%C3%A9ferkar%C3%AA_V,https://en.wikipedia.org/wiki/Neferkare_Tereru,,,,oklch(0.7384 0.0772 217.72),,
egypt:pharao-neferkahor,egypt-pharaohs,-2165,-2163,Néferkahor,Neferkahor,https://fr.wikipedia.org/wiki/N%C3%A9ferkahor,https://en.wikipedia.org/wiki/Neferkahor,,,,oklch(0.7384 0.0772 217.72),,
egypt:pharao-neferkarepepiseneb,egypt-pharaohs,-2163,-2162,Néferkarê Pepiseneb,Neferkare Pepiseneb,https://fr.wikipedia.org/wiki/N%C3%A9ferkar%C3%AA_Pepiseneb,https://en.wikipedia.org/wiki/Neferkare_Pepiseneb,,,,oklch(0.7384 0.0772 217.72),,
egypt:pharao-neferkaminanu,egypt-pharaohs,-2162,-2161,Néferkamin Anou,Neferkamin Anu,https://fr.wikipedia.org/wiki/N%C3%A9ferkamin_Anou,https://en.wikipedia.org/wiki/Neferkamin_Anu,,,,oklch(0.7384 0.0772 217.72),,
egypt:pharao-qakareibi,egypt-pharaohs,-2161,-2160,Qakarê Ibi,Qakare Ibi,https://fr.wikipedia.org/wiki/Qakar%C3%AA_Ibi,https://en.wikipedia.org/wiki/Qakare_Ibi,,,,oklch(0.7384 0.0772 217.72),,
egypt:pharao-neferkaure,egypt-pharaohs,-2160,-2159,Néferkaourê,Neferkaure,https://fr.wikipedia.org/wiki/N%C3%A9ferkaour%C3%AA,https://en.wikipedia.org/wiki/Neferkaure,,,,oklch(0.7384 0.0772 217.72),,
egypt:pharao-neferkauhor,egypt-pharaohs,-2159,-2158,Néferkauhor Khouiouihapou,Neferkauhor,https://fr.wikipedia.org/wiki/N%C3%A9ferkaouhor,https://en.wikipedia.org/wiki/Neferkauhor,,,,oklch(0.7384 0.0772 217.72),,
egypt:pharao-neferirkare,egypt-pharaohs,-2158,-2155,Néferirkarê II,Neferirkare,https://fr.wikipedia.org/wiki/N%C3%A9ferirkar%C3%AA_II,https://en.wikipedia.org/wiki/Neferirkare,,,,oklch(0.7384 0.0772 217.72),,
egypt:pharao-meryibrekhetyi,egypt-pharaohs,-2160,-2130,Meribrê Khety,Meryibre Khety I,https://fr.wikipedia.org/wiki/Meribr%C3%AA_Khety,https://en.wikipedia.org/wiki/Meryibre_Khety,,,,oklch(0.7384 0.0772 217.72),,
egypt:pharao-neferkareiii,egypt-pharaohs,-2130,-2120,Néferkarê III,Neferkare III,https://fr.wikipedia.org/wiki/N%C3%A9ferkar%C3%AA_III,https://en.wikipedia.org/wiki/Neferkare_III,,,,oklch(0.7384 0.0772 217.72),,
egypt:pharao-nebkaurekhety,egypt-pharaohs,-2120,-2100,Nebkaourê Khety,Nebkaure Khety,https://fr.wikipedia.org/wiki/Nebkaour%C3%AA_Khety,https://en.wikipedia.org/wiki/Nebkaure_Khety,,,,oklch(0.7384 0.0772 217.72),,
egypt:pharao-setut,egypt-pharaohs,-2100,-2090,Setout,Setut,https://en.wikipedia.org/wiki/Setut,https://en.wikipedia.org/wiki/Setut,,,,oklch(0.7384 0.0772 217.72),,
