id,group,start,end,name_fr,name_en,wiki_fr,wiki_en,description_en,description_fr,type,background,foreground,border
monarchs:house-orange,monarchs-england-houses,1689,1702,Orange-Nassau,House of Orange-Nassau,https://fr.wikipedia.org/wiki/Maison_d%27Orange-Nassau,https://en.wikipedia.org/wiki/House_of_Orange-Nassau,,,,oklch(82% 0.08 25),#111,
monarchs:house-hanover,monarchs-england-houses,1714,1901,Hanovre,House of Hanover,https://fr.wikipedia.org/wiki/Maison_de_Hanovre,https://en.wikipedia.org/wiki/House_of_Hanover,,,,oklch(82% 0.08 25),#111,
monarchs:house-saxe-coburg-gotha,monarchs-england-houses,1901,1917,Saxe-Cobourg et Gotha,Saxe-Coburg and Gotha,https://fr.wikipedia.org/wiki/Maison_de_Saxe-Cobourg_et_Gotha,https://en.wikipedia.org/wiki/House_of_Saxe-Coburg_and_Gotha,,,,oklch(82% 0.08 25),#111,
monarchs:house-windsor,monarchs-england-houses,1917,0,Windsor,House of Windsor,https://fr.wikipedia.org/wiki/Maison_Windsor,https://en.wikipedia.org/wiki/House_of_Windsor,,,,oklch(82% 0.08 25),#111,
monarchs:france-clovis-i,monarchs-france,481,511,Clovis Ier,Clovis I,https://fr.wikipedia.org/wiki/Clovis_Ier,https://en.wikipedia.org/wiki/Clovis_I,,,,oklch(58% 0.14 250),#fff,
monarchs:france-theuderic-i,monarchs-france,511,534,Thierry Ier,Theuderic I,https://fr.wikipedia.org/wiki/Thierry_Ier,https://en.wikipedia.org/wiki/Theuderic_I,,,,oklch(58% 0.14 250),#fff,
monarchs:france-chlodomer,monarchs-france,511,524,Clodomir,Chlodomer,https://fr.wikipedia.org/wiki/Clodomir,https://en.wikipedia.org/wiki/Chlodomer,,,,oklch(58% 0.14 250),#fff,
monarchs:france-childebert-i,monarchs-france,511,558,Childebert Ier,Childebert I,https://fr.wikipedia.org/wiki/Childebert_Ier,https://en.wikipedia.org/wiki/Childebert_I,,,,oklch(58% 0.14 250),#fff,
monarchs:france-chlothar-i,monarchs-france,511,561,Clotaire Ier,Chlothar I,https://fr.wikipedia.org/wiki/Clotaire_Ier,https://en.wikipedia.org/wiki/Chlothar_I,,,,oklch(58% 0.14 250),#fff,
monarchs:france-theudebert-i,monarchs-france,534,548,Théodebert Ier,Theudebert I,https://fr.wikipedia.org/wiki/Théodebert_Ier,https://en.wikipedia.org/wiki/Theudebert_I,,,,oklch(58% 0.14 250),#fff,
monarchs:france-theudebald,monarchs-france,548,555,Thibaut (roi des Francs),Theudebald,https://fr.wikipedia.org/wiki/Thibaut_(roi_des_Francs),https://en.wikipedia.org/wiki/Theudebald,,,,oklch(58% 0.14 250),#fff,
monarchs:france-charibert-i,monarchs-france,561,567,Caribert Ier,Charibert I,https://fr.wikipedia.org/wiki/Caribert_Ier,https://en.wikipedia.org/wiki/Charibert_I,,,,oklch(58% 0.14 250),#fff,
monarchs:france-guntram,monarchs-france,561,592,Gontran,Guntram,https://fr.wikipedia.org/wiki/Gontran_(roi),https://en.wikipedia.org/wiki/Guntram,,,,oklch(58% 0.14 250),#fff,
monarchs:france-sigebert-i,monarchs-france,561,575,Sigebert Ier,Sigebert I,https://fr.wikipedia.org/wiki/Sigebert_Ier,https://en.wikipedia.org/wiki/Sigebert_I,,,,oklch(58% 0.14 250),#fff,
monarchs:france-chilperic-i,monarchs-france,561,584,Chilpéric Ier,Chilperic I,https://fr.wikipedia.org/wiki/Chilpéric_Ier_(roi_des_Francs),https://en.wikipedia.org/wiki/Chilperic_I,,,,oklch(58% 0.14 250),#fff,
monarchs:france-childebert-ii,monarchs-france,575,596,Childebert II,Childebert II,https://fr.wikipedia.org/wiki/Childebert_II,https://en.wikipedia.org/wiki/Childebert_II,,,,oklch(58% 0.14 250),#fff,
monarchs:france-chlothar-ii,monarchs-france,584,629,Clotaire II,Chlothar II,https://fr.wikipedia.org/wiki/Clotaire_II,https://en.wikipedia.org/wiki/Chlothar_II,,,,oklch(58% 0.14 250),#fff,
monarchs:france-theudebert-ii,monarchs-france,595,612,Thibert II,Theudebert II,https://fr.wikipedia.org/wiki/Thibert_II,https://en.wikipedia.org/wiki/Theudebert_II,,,,oklch(58% 0.14 250),#fff,
monarchs:france-theuderic-ii,monarchs-france,595,613,Thierry II,Theuderic II,https://fr.wikipedia.org/wiki/Thierry_II_(roi),https://en.wikipedia.org/wiki/Theuderic_II,,,,oklch(58% 0.14 250),#fff,
monarchs:france-sigebert-ii,monarchs-france,613,614,Sigebert II,Sigebert II,https://fr.wikipedia.org/wiki/Sigebert_II,https://en.wikipedia.org/wiki/Sigebert_II,,,,oklch(58% 0.14 250),#fff,
monarchs:france-dagobert-i,monarchs-france,623,639,Dagobert Ier,Dagobert I,https://fr.wikipedia.org/wiki/Dagobert_Ier,https://en.wikipedia.org/wiki/Dagobert_I,,,,oklch(58% 0.14 250),#fff,
monarchs:france-charibert-ii,monarchs-france,629,632,Caribert II,Charibert II,https://fr.wikipedia.org/wiki/Caribert_II,https://en.wikipedia.org/wiki/Charibert_II,,,,oklch(58% 0.14 250),#fff,
monarchs:france-sigebert-iii,monarchs-france,634,656,Sigebert III,Sigebert III,https://fr.wikipedia.org/wiki/Sigebert_III,https://en.wikipedia.org/wiki/Sigebert_III,,,,oklch(58% 0.14 250),#fff,
monarchs:france-clovis-ii,monarchs-france,639,657,Clovis II,Clovis II,https://fr.wikipedia.org/wiki/Clovis_II,https://en.wikipedia.org/wiki/Clovis_II,,,,oklch(58% 0.14 250),#fff,
monarchs:france-childebert-adopted,monarchs-france,656,662,Childebert III l'Adopté,Childebert the Adopted,https://fr.wikipedia.org/wiki/Childebert_III_l%27Adopté,https://en.wikipedia.org/wiki/Childebert_the_Adopted,,,,oklch(58% 0.14 250),#fff,
monarchs:france-chlothar-iii,monarchs-france,657,673,Clotaire III,Chlothar III,https://fr.wikipedia.org/wiki/Clotaire_III,https://en.wikipedia.org/wiki/Chlothar_III,,,,oklch(58% 0.14 250),#fff,
monarchs:france-childeric-ii,monarchs-france,662,675,Childéric II,Childeric II,https://fr.wikipedia.org/wiki/Childéric_II,https://en.wikipedia.org/wiki/Childeric_II,,,,oklch(58% 0.14 250),#fff,
monarchs:france-theuderic-iii,monarchs-france,673,674,Thierry III (1er règne),Theuderic III (1st reign),https://fr.wikipedia.org/wiki/Thierry_III,https://en.wikipedia.org/wiki/Theuderic_III,,,,oklch(58% 0.14 250),#fff,
monarchs:france-clovis-iii,monarchs-france,675,676,Clovis III,Clovis III,https://fr.wikipedia.org/wiki/Clovis_III,https://en.wikipedia.org/wiki/Clovis_III,,,,oklch(58% 0.14 250),#fff,
monarchs:france-theuderic-iii-2,monarchs-france,675,691,Thierry III,Theuderic III,https://fr.wikipedia.org/wiki/Thierry_III,https://en.wikipedia.org/wiki/Theuderic_III,,,,oklch(58% 0.14 250),#fff,
monarchs:france-dagobert-ii,monarchs-france,676,679,Dagobert II,Dagobert II,https://fr.wikipedia.org/wiki/Dagobert_II,https://en.wikipedia.org/wiki/Dagobert_II,,,,oklch(58% 0.14 250),#fff,
monarchs:france-clovis-iv,monarchs-france,691,695,Clovis IV,Clovis IV,https://fr.wikipedia.org/wiki/Clovis_IV,https://en.wikipedia.org/wiki/Clovis_IV,,,,oklch(58% 0.14 250),#fff,
monarchs:france-childebert-iii,monarchs-france,695,711,Childebert IV,Childebert III,https://fr.wikipedia.org/wiki/Childebert_IV,https://en.wikipedia.org/wiki/Childebert_III,,,,oklch(58% 0.14 250),#fff,
monarchs:france-dagobert-iii,monarchs-france,711,715,Dagobert III,Dagobert III,https://fr.wikipedia.org/wiki/Dagobert_III,https://en.wikipedia.org/wiki/Dagobert_III,,,,oklch(58% 0.14 250),#fff,
monarchs:france-chilperic-ii,monarchs-france,715,721,Chilpéric II,Chilperic II,https://fr.wikipedia.org/wiki/Chilpéric_II_(roi_des_Francs),https://en.wikipedia.org/wiki/Chilperic_II,,,,oklch(58% 0.14 250),#fff,
monarchs:france-chlothar-iv,monarchs-france,717,719,Clotaire IV,Chlothar IV,https://fr.wikipedia.org/wiki/Clotaire_IV,https://en.wikipedia.org/wiki/Chlothar_IV,,,,oklch(58% 0.14 250),#fff,
monarchs:france-theuderic-iv,monarchs-france,721,737,Thierry IV,Theuderic IV,https://fr.wikipedia.org/wiki/Thierry_IV,https://en.wikipedia.org/wiki/Theuderic_IV,,,,oklch(58% 0.14 250),#fff,
monarchs:france-childeric-iii,monarchs-france,743,751,Childéric III,Childeric III,https://fr.wikipedia.org/wiki/Childéric_III,https://en.wikipedia.org/wiki/Childeric_III,,,,oklch(58% 0.14 250),#fff,
monarchs:france-pepin-short,monarchs-france,751,768,Pépin le Bref,Pepin the Short,https://fr.wikipedia.org/wiki/Pépin_le_Bref,https://en.wikipedia.org/wiki/Pepin_the_Short,,,,oklch(54% 0.15 255),#fff,
monarchs:france-carloman-i,monarchs-france,768,771,Carloman Ier,Carloman I,https://fr.wikipedia.org/wiki/Carloman_Ier,https://en.wikipedia.org/wiki/Carloman_I,,,,oklch(54% 0.15 255),#fff,
monarchs:france-charlemagne,monarchs-france,768,814,Charlemagne,Charlemagne,https://fr.wikipedia.org/wiki/Charlemagne,https://en.wikipedia.org/wiki/Charlemagne,,,,oklch(54% 0.15 255),#fff,
monarchs:france-louis-i,monarchs-france,814,840,Louis Ier le Pieux,Louis the Pious,https://fr.wikipedia.org/wiki/Louis_le_Pieux,https://en.wikipedia.org/wiki/Louis_the_Pious,,,,oklch(54% 0.15 255),#fff,
monarchs:france-charles-ii-bald,monarchs-france,843,877,Charles II le Chauve,Charles the Bald,https://fr.wikipedia.org/wiki/Charles_II_le_Chauve,https://en.wikipedia.org/wiki/Charles_the_Bald,,,,oklch(54% 0.15 255),#fff,
monarchs:france-louis-ii-stammerer,monarchs-france,877,879,Louis II le Bègue,Louis the Stammerer,https://fr.wikipedia.org/wiki/Louis_II_le_Bègue,https://en.wikipedia.org/wiki/Louis_the_Stammerer,,,,oklch(54% 0.15 255),#fff,
monarchs:france-louis-iii,monarchs-france,879,882,Louis III,Louis III of France,https://fr.wikipedia.org/wiki/Louis_III_(roi_des_Francs),https://en.wikipedia.org/wiki/Louis_III_of_France,,,,oklch(54% 0.15 255),#fff,
monarchs:france-carloman-ii,monarchs-france,879,884,Carloman II,Carloman II,https://fr.wikipedia.org/wiki/Carloman_II,https://en.wikipedia.org/wiki/Carloman_II,,,,oklch(54% 0.15 255),#fff,
monarchs:france-charles-fat,monarchs-france,884,887,Charles III le Gros,Charles the Fat,https://fr.wikipedia.org/wiki/Charles_III_le_Gros,https://en.wikipedia.org/wiki/Charles_the_Fat,,,,oklch(54% 0.15 255),#fff,
monarchs:france-odo,monarchs-france,888,898,Eudes,Odo of France,https://fr.wikipedia.org/wiki/Eudes_(roi_des_Francs),https://en.wikipedia.org/wiki/Odo_of_France,,,,oklch(50% 0.13 245),#fff,
monarchs:france-charles-iii-simple,monarchs-france,898,922,Charles III le Simple,Charles the Simple,https://fr.wikipedia.org/wiki/Charles_III_le_Simple,https://en.wikipedia.org/wiki/Charles_the_Simple,,,,oklch(54% 0.15 255),#fff,
monarchs:france-robert-i,monarchs-france,922,923,Robert Ier,Robert I of France,https://fr.wikipedia.org/wiki/Robert_Ier_(roi_des_Francs),https://en.wikipedia.org/wiki/Robert_I_of_France,,,,oklch(50% 0.13 245),#fff,
monarchs:france-rudolph,monarchs-france,923,936,Raoul,Rudolph of France,https://fr.wikipedia.org/wiki/Raoul_(roi_des_Francs),https://en.wikipedia.org/wiki/Rudolph_of_France,,,,oklch(52% 0.12 240),#fff,
monarchs:france-louis-iv,monarchs-france,936,954,Louis IV d'Outremer,Louis IV of France,https://fr.wikipedia.org/wiki/Louis_IV_d%27Outremer,https://en.wikipedia.org/wiki/Louis_IV_of_France,,,,oklch(54% 0.15 255),#fff,
monarchs:france-lothair,monarchs-france,954,986,Lothaire,Lothair of France,https://fr.wikipedia.org/wiki/Lothaire_(roi_des_Francs),https://en.wikipedia.org/wiki/Lothair_of_France,,,,oklch(54% 0.15 255),#fff,
monarchs:france-louis-v,monarchs-france,986,987,Louis V le Fainéant,Louis V of France,https://fr.wikipedia.org/wiki/Louis_V_le_Fainéant,https://en.wikipedia.org/wiki/Louis_V_of_France,,,,oklch(54% 0.15 255),#fff,
monarchs:france-hugh-capet,monarchs-france,987,996,Hugues Capet,Hugh Capet,https://fr.wikipedia.org/wiki/Hugues_Capet,https://en.wikipedia.org/wiki/Hugh_Capet,,,,oklch(48% 0.16 258),#fff,
monarchs:france-robert-ii,monarchs-france,996,1031,Robert II le Pieux,Robert II of France,https://fr.wikipedia.org/wiki/Robert_II_le_Pieux,https://en.wikipedia.org/wiki/Robert_II_of_France,,,,oklch(48% 0.16 258),#fff,
monarchs:france-henry-i-fr,monarchs-france,1031,1060,Henri Ier,Henry I of France,https://fr.wikipedia.org/wiki/Henri_Ier_(roi_des_Francs),https://en.wikipedia.org/wiki/Henry_I_of_France,,,,oklch(48% 0.16 258),#fff,
monarchs:france-philip-i,monarchs-france,1060,1108,Philippe Ier,Philip I of France,https://fr.wikipedia.org/wiki/Philippe_Ier_(roi_des_Francs),https://en.wikipedia.org/wiki/Philip_I_of_France,,,,oklch(48% 0.16 258),#fff,
monarchs:france-louis-vi,monarchs-france,1108,1137,Louis VI le Gros,Louis VI of France,https://fr.wikipedia.org/wiki/Louis_VI_le_Gros,https://en.wikipedia.org/wiki/Louis_VI_of_France,,,,oklch(48% 0.16 258),#fff,
monarchs:france-louis-vii,monarchs-france,1137,1180,Louis VII le Jeune,Louis VII of France,https://fr.wikipedia.org/wiki/Louis_VII_le_Jeune,https://en.wikipedia.org/wiki/Louis_VII_of_France,,,,oklch(48% 0.16 258),#fff,
monarchs:france-philip-ii,monarchs-france,1180,1223,Philippe II Auguste,Philip II of France,https://fr.wikipedia.org/wiki/Philippe_II_Auguste,https://en.wikipedia.org/wiki/Philip_II_of_France,,,,oklch(48% 0.16 258),#fff,
monarchs:france-louis-viii,monarchs-france,1223,1226,Louis VIII le Lion,Louis VIII of France,https://fr.wikipedia.org/wiki/Louis_VIII_le_Lion,https://en.wikipedia.org/wiki/Louis_VIII_of_France,,,,oklch(48% 0.16 258),#fff,
monarchs:france-louis-ix,monarchs-france,1226,1270,Louis IX (Saint Louis),Louis IX of France,https://fr.wikipedia.org/wiki/Louis_IX,https://en.wikipedia.org/wiki/Louis_IX_of_France,,,,oklch(48% 0.16 258),#fff,
monarchs:france-philip-iii,monarchs-france,1270,1285,Philippe III le Hardi,Philip III of France,https://fr.wikipedia.org/wiki/Philippe_III_le_Hardi,https://en.wikipedia.org/wiki/Philip_III_of_France,,,,oklch(48% 0.16 258),#fff,
monarchs:france-philip-iv,monarchs-france,1285,1314,Philippe IV le Bel,Philip IV of France,https://fr.wikipedia.org/wiki/Philippe_IV_le_Bel,https://en.wikipedia.org/wiki/Philip_IV_of_France,,,,oklch(48% 0.16 258),#fff,
monarchs:france-louis-x,monarchs-france,1314,1316,Louis X le Hutin,Louis X of France,https://fr.wikipedia.org/wiki/Louis_X,https://en.wikipedia.org/wiki/Louis_X_of_France,,,,oklch(48% 0.16 258),#fff,
monarchs:france-john-i,monarchs-france,1316,1317,Jean Ier le Posthume,John I of France,https://fr.wikipedia.org/wiki/Jean_Ier_le_Posthume,https://en.wikipedia.org/wiki/John_I_of_France,,,,oklch(48% 0.16 258),#fff,
monarchs:france-philip-v,monarchs-france,1316,1322,Philippe V le Long,Philip V of France,https://fr.wikipedia.org/wiki/Philippe_V_le_Long,https://en.wikipedia.org/wiki/Philip_V_of_France,,,,oklch(48% 0.16 258),#fff,
monarchs:france-charles-iv,monarchs-france,1322,1328,Charles IV le Bel,Charles IV of France,https://fr.wikipedia.org/wiki/Charles_IV_le_Bel,https://en.wikipedia.org/wiki/Charles_IV_of_France,,,,oklch(48% 0.16 258),#fff,
monarchs:france-philip-vi,monarchs-france,1328,1350,Philippe VI de Valois,Philip VI of France,https://fr.wikipedia.org/wiki/Philippe_VI_de_Valois,https://en.wikipedia.org/wiki/Philip_VI_of_France,,,,oklch(46% 0.17 262),#fff,
monarchs:france-john-ii,monarchs-france,1350,1364,Jean II le Bon,John II of France,https://fr.wikipedia.org/wiki/Jean_II_le_Bon,https://en.wikipedia.org/wiki/John_II_of_France,,,,oklch(46% 0.17 262),#fff,
monarchs:france-charles-v,monarchs-france,1364,1380,Charles V le Sage,Charles V of France,https://fr.wikipedia.org/wiki/Charles_V_le_Sage,https://en.wikipedia.org/wiki/Charles_V_of_France,,,,oklch(46% 0.17 262),#fff,
monarchs:france-charles-vi,monarchs-france,1380,1422,Charles VI le Fol,Charles VI of France,https://fr.wikipedia.org/wiki/Charles_VI_(roi_de_France),https://en.wikipedia.org/wiki/Charles_VI_of_France,,,,oklch(46% 0.17 262),#fff,
monarchs:france-charles-vii,monarchs-france,1422,1461,Charles VII le Victorieux,Charles VII of France,https://fr.wikipedia.org/wiki/Charles_VII_(roi_de_France),https://en.wikipedia.org/wiki/Charles_VII_of_France,,,,oklch(46% 0.17 262),#fff,
monarchs:france-louis-xi,monarchs-france,1461,1483,Louis XI,Louis XI,https://fr.wikipedia.org/wiki/Louis_XI,https://en.wikipedia.org/wiki/Louis_XI,,,,oklch(46% 0.17 262),#fff,
monarchs:france-charles-viii,monarchs-france,1483,1498,Charles VIII,Charles VIII of France,https://fr.wikipedia.org/wiki/Charles_VIII_(roi_de_France),https://en.wikipedia.org/wiki/Charles_VIII_of_France,,,,oklch(46% 0.17 262),#fff,
monarchs:france-louis-xii,monarchs-france,1498,1515,Louis XII,Louis XII,https://fr.wikipedia.org/wiki/Louis_XII,https://en.wikipedia.org/wiki/Louis_XII,,,,oklch(46% 0.17 262),#fff,
monarchs:france-francis-i,monarchs-france,1515,1547,François Ier,Francis I of France,https://fr.wikipedia.org/wiki/François_Ier_(roi_de_France),https://en.wikipedia.org/wiki/Francis_I_of_France,,,,oklch(46% 0.17 262),#fff,
monarchs:france-henry-ii-fr,monarchs-france,1547,1559,Henri II,Henry II of France,https://fr.wikipedia.org/wiki/Henri_II_(roi_de_France),https://en.wikipedia.org/wiki/Henry_II_of_France,,,,oklch(46% 0.17 262),#fff,
monarchs:france-francis-ii,monarchs-france,1559,1560,François II,Francis II of France,https://fr.wikipedia.org/wiki/François_II_(roi_de_France),https://en.wikipedia.org/wiki/Francis_II_of_France,,,,oklch(46% 0.17 262),#fff,
monarchs:france-charles-ix,monarchs-france,1560,1574,Charles IX,Charles IX of France,https://fr.wikipedia.org/wiki/Charles_IX_(roi_de_France),https://en.wikipedia.org/wiki/Charles_IX_of_France,,,,oklch(46% 0.17 262),#fff,
monarchs:france-henry-iii-fr,monarchs-france,1574,1589,Henri III,Henry III of France,https://fr.wikipedia.org/wiki/Henri_III_(roi_de_France),https://en.wikipedia.org/wiki/Henry_III_of_France,,,,oklch(46% 0.17 262),#fff,
monarchs:france-henry-iv-fr,monarchs-france,1589,1610,Henri IV,Henry IV of France,https://fr.wikipedia.org/wiki/Henri_IV_(roi_de_France),https://en.wikipedia.org/wiki/Henry_IV_of_France,,,,oklch(44% 0.16 270),#fff,
monarchs:france-louis-xiii,monarchs-france,1610,1643,Louis XIII,Louis XIII,https://fr.wikipedia.org/wiki/Louis_XIII,https://en.wikipedia.org/wiki/Louis_XIII,,,,oklch(44% 0.16 270),#fff,
monarchs:france-louis-xiv,monarchs-france,1643,1715,Louis XIV,Louis XIV,https://fr.wikipedia.org/wiki/Louis_XIV,https://en.wikipedia.org/wiki/Louis_XIV,,,,oklch(44% 0.16 270),#fff,
monarchs:france-louis-xv,monarchs-france,1715,1774,Louis XV,Louis XV,https://fr.wikipedia.org/wiki/Louis_XV,https://en.wikipedia.org/wiki/Louis_XV,,,,oklch(44% 0.16 270),#fff,
monarchs:france-louis-xvi,monarchs-france,1774,1792,Louis XVI,Louis XVI,https://fr.wikipedia.org/wiki/Louis_XVI,https://en.wikipedia.org/wiki/Louis_XVI,,,,oklch(44% 0.16 270),#fff,
monarchs:france-napoleon-i,monarchs-france,1804,1814,Napoléon Ier,Napoleon I,https://fr.wikipedia.org/wiki/Napoléon_Ier,https://en.wikipedia.org/wiki/Napoleon,,,,oklch(40% 0.12 280),#fff,
monarchs:france-louis-xviii,monarchs-france,1814,1815,Louis XVIII (1re Restauration),Louis XVIII (First Restoration),https://fr.wikipedia.org/wiki/Louis_XVIII,https://en.wikipedia.org/wiki/Louis_XVIII,,,,oklch(44% 0.16 270),#fff,
monarchs:france-napoleon-i-2,monarchs-france,1815,1816,Napoléon Ier (Cent-Jours),Napoleon I (Hundred Days),https://fr.wikipedia.org/wiki/Napoléon_Ier,https://en.wikipedia.org/wiki/Hundred_Days,,,,oklch(40% 0.12 280),#fff,
monarchs:france-napoleon-ii,monarchs-france,1815,1816,Napoléon II,Napoleon II,https://fr.wikipedia.org/wiki/Napoléon_II,https://en.wikipedia.org/wiki/Napoleon_II,,,,oklch(40% 0.12 280),#fff,
monarchs:france-louis-xviii-2,monarchs-france,1815,1824,Louis XVIII,Louis XVIII,https://fr.wikipedia.org/wiki/Louis_XVIII,https://en.wikipedia.org/wiki/Louis_XVIII,,,,oklch(44% 0.16 270),#fff,
monarchs:france-charles-x,monarchs-france,1824,1830,Charles X,Charles X of France,https://fr.wikipedia.org/wiki/Charles_X,https://en.wikipedia.org/wiki/Charles_X_of_France,,,,oklch(44% 0.16 270),#fff,
monarchs:france-louis-philippe-i,monarchs-france,1830,1848,Louis-Philippe Ier,Louis Philippe I,https://fr.wikipedia.org/wiki/Louis-Philippe_Ier,https://en.wikipedia.org/wiki/Louis_Philippe_I,,,,oklch(50% 0.12 240),#fff,
monarchs:france-napoleon-iii,monarchs-france,1852,1870,Napoléon III,Napoleon III,https://fr.wikipedia.org/wiki/Napoléon_III,https://en.wikipedia.org/wiki/Napoleon_III,,,,oklch(40% 0.12 280),#fff,
monarchs:england-alfred,monarchs-england,871,899,Alfred le Grand,Alfred the Great,https://fr.wikipedia.org/wiki/Alfred_le_Grand,https://en.wikipedia.org/wiki/Alfred_the_Great,,,,oklch(58% 0.14 25),#fff,
